Dist,Elev
511.515755,1340.565141
512.210022,1340.571764
512.662407,1340.593903
512.80387,1340.594685
513.117893,1340.594503
513.890011,1340.583527
515.676411,1340.550937
516.018143,1340.539492
517.042862,1340.52775
517.451688,1340.517294
517.899782,1340.521994
518.444267,1340.537118
519.126995,1340.529237
519.517253,1340.515752
520.190458,1340.517115
520.32185,1340.459746
520.562158,1340.465689
520.825517,1340.485952
521.070361,1340.503251
521.881959,1340.476746
522.769224,1340.296062
522.789751,1340.291889
523.830703,1340.273819
524.083221,1340.274579
524.465217,1340.289988
525.634861,1340.199962
525.716896,1340.193554
525.826522,1340.191724
526.23121,1340.177368
526.505456,1340.184168
527.288747,1340.132392
528.500498,1340.098884
529.060813,1340.082584
530.195296,1340.000892
530.204688,1340
530.850217,1339.925607
531.366134,1339.887146
531.553064,1339.873086
531.792994,1339.868258
532.570329,1339.786992
533.488394,1339.802981
534.505483,1339.853006
534.534479,1339.853761
534.652854,1339.838692
535.104893,1339.833494
536.731233,1339.912974
537.187893,1340
537.548941,1340.023375
537.800169,1340.060517
538.29906,1340.076991
538.503546,1340.14355
541.943437,1340.156118
542.898868,1340.154003
544.269568,1340.150323
545.051077,1340.154922
546.01369,1340.154496
549.128511,1340.150126
549.668168,1340.149109
550.240725,1340.143291
551.888029,1340.059715
551.943541,1340.057534
551.957138,1340.057405
552.019224,1340.055727
552.090966,1340.052911
552.109055,1340.052482
552.135067,1340.051152
552.188896,1340.049436
552.219693,1340.04874
552.233081,1340.048054
